,MINE_ID,CURRENT_MINE_NAME,COAL_METAL_IND,CURRENT_MINE_TYPE,CURRENT_MINE_STATUS,CURRENT_STATUS_DT,CURRENT_CONTROLLER_ID,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,BOM_STATE_CD,FIPS_CNTY_CD,FIPS_CNTY_NM,CONG_DIST_CD,COMPANY_TYPE,CURRENT_CONTROLLER_BEGIN_DT,DISTRICT,OFFICE_CD,OFFICE_NAME,ASSESS_CTRL_NO,PRIMARY_SIC_CD,PRIMARY_SIC,PRIMARY_SIC_CD_1,PRIMARY_SIC_CD_SFX,SECONDARY_SIC_CD,SECONDARY_SIC,SECONDARY_SIC_CD_1,SECONDARY_SIC_CD_SFX,PRIMARY_CANVASS_CD,PRIMARY_CANVASS,SECONDARY_CANVASS_CD,SECONDARY_CANVASS,CURRENT_103I,CURRENT_103I_DT,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,LONGITUDE,LATITUDE,AVG_MINE_HEIGHT,MINE_GAS_CATEGORY_CD,METHANE_LIBERATION,NO_PRODUCING_PITS,NO_NONPRODUCING_PITS,NO_TAILING_PONDS,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS,MINERS_REP_IND,SAFETY_COMMITTEE_IND,MILES_FROM_OFFICE,DIRECTIONS_TO_MINE,NEAREST_TOWN
44571,4604389,Mack No 2 Mine,C,Underground,Abandoned,03/13/1978,C01104,Hylton Tracy W,P01475,Whitesville A & S Coal Company Inc,WV,46,109,Wyoming,3.0,Other,12/10/1974,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
44604,4606718,One Lump,C,Surface,Abandoned,03/20/1985,C03519,Mc Quaid William,P14909,One Lump Coal Company Inc,WV,46,33,Harrison,1.0,Other,10/01/1983,C03,C0303,Bridgeport WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,06/18/1984,N,,0,,,,0.0,N,80.3597,39.2653,,,,0.0,0.0,,N,N,N,N,N,0,,Nutter Fort
44605,4606877,Pax South Surface Mine,C,Surface,Abandoned,12/01/2006,0041211,"Alpha Natural Resources, Inc.",P23635,"Simmons Fork Mining, Inc.",WV,46,19,Fayette,3.0,Corporation,09/01/2006,C04,C0401,Mt. Hope WV Field Office,000084449,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,0.0,0.0,0.0,0.0,N,81.2825,37.928611,72.0,,,,1.0,,N,N,N,N,N,0,"From Co. Route 27 at Long Branch, take Co. Route 23/2 to Mountain Top 4, a total of 4.3 miles.",Long Branch
44623,4603229,Prep Plant,C,Facility,Abandoned,11/05/1985,C00038,Belco Petroleum Corp,P00080,Kitchekan Fuel Corp,WV,46,55,Mercer,3.0,Corporation,01/01/1976,C12,C1202,Princeton WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.5064,37.3814,,,,,,,N,N,N,N,N,0,,Arista
44626,4603308,V C No 35 Mine,C,Underground,Abandoned,10/01/1979,C01167,Quaker State Corp,P01412,Valley Camp Coal Company,WV,46,39,Kanawha,2.0,Other,01/01/1950,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
44642,4604236,Maple Eagle No. 1 Mine,C,Underground,Active,06/25/2007,C00992,Walter Energy Incorporated,0065503,Maple Coal Co.,WV,46,19,Fayette,3.0,Corporation,07/20/2006,C04,C0402,Mt. Carbon WV Field Office,000289601,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,6,9.0,2.0,1.0,154.0,N,80.340555,38.054722,96.0,,0.0,,0.0,,N,N,N,N,N,0,"From Montgomery South Rt. 61, turn onto Armstrong Creek, turn rt. at bridge of Right Fork PP Plant for 2 miles",Powellton
44643,4604272,#1 Strip,C,Surface,Abandoned,09/25/1989,C05427,Miller Wayne L,P06539,Wayne L Miller Coal Company,WV,46,77,Preston,1.0,Other,08/01/1974,C03,C0301,Morgantown WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,01/09/1984,N,,0,,,,0.0,N,79.51,39.6603,48.0,,,0.0,0.0,,N,N,N,N,N,0,,Bruceton Mills
44654,4605892,Pepper,C,Underground,Abandoned and Sealed,11/30/1988,C02508,Massey Energy Company,P02958,Royalty Smokeless Coal Company Inc,WV,46,47,Mcdowell,3.0,Other,01/31/1990,C12,C1202,Princeton WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.5867,37.5661,36.0,,0.0,,,,N,N,N,N,Y,0,,Havaco
44661,4606088,Double E Mining No 1,C,Underground,Abandoned and Sealed,11/14/1991,C14173,Tomblin Millard,P20993,Double E Mining Inc,WV,46,109,Wyoming,3.0,Other,05/10/1990,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.7417,37.6492,,,0.0,,,,N,N,N,N,Y,0,,Coal Mountain
44662,4606122,#1 Surface,C,Surface,Abandoned,01/01/1983,C08052,Nettleship B B,P10591,Maple Mining Inc,WV,46,19,Fayette,3.0,Other,03/01/1980,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.133888,37.9175,,,,,0.0,,N,N,N,N,N,0,,Glen Jean
44663,4605401,Elkay Central Shop,C,Facility,Abandoned,09/01/1994,C00230,Pittston Company,P01700,Elkay Mining Company,WV,46,45,Logan,3.0,Other,02/01/1977,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.925,37.7694,,,,,,,N,N,N,N,Y,0,,Earling
44670,4608730,Mountaineer Alma A Mine,C,Underground,Active,06/05/2009,0041211,"Alpha Natural Resources, Inc.",0081364,Cobra Natural Resources LLC,WV,46,59,Mingo,3.0,Other,06/30/2007,C12,C1203,Logan WV Field Office,000290893,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,05/11/1999,N,,5,9.0,2.0,1.0,115.0,N,81.991944,37.617777,55.0,,0.0,,0.0,,N,N,N,N,N,30,County Rt. 8/1 Left fork of Ben Creek Road,Wharncliffe
44671,4608824,Jagged Central,C,Underground,Abandoned and Sealed,11/19/2003,C15901,William B  Brown Jr; Robert L  Lewis,P24345,B & B Energy Inc,WV,46,45,Logan,3.0,Other,03/01/2000,C12,C1203,Logan WV Field Office,460882403504,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,04/20/2000,N,,0,,,0.0,0.0,N,82.090833,37.735,65.0,,0.0,,,,N,N,N,N,N,0,,Holden
44680,4602381,Inaguyan No 5b Mine,C,Underground,Abandoned,10/16/1973,C00613,Occidental Petroleum Corp,P00737,Island Creek Coal Company,WV,46,45,Logan,3.0,Other,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
44698,4605729,No 2 Surface,C,Surface,Abandoned,05/23/1978,C02098,Messenger Max A,P02439,Daugherty Coal Company Inc,WV,46,77,Preston,1.0,Other,03/01/1978,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
44732,4608836,Laurel Fork Deep Mine,C,Underground,Abandoned and Sealed,03/31/2008,0040533,Clyde H  McComas; Ollie  Burns,0050087,"Titan Mining, Inc.",WV,46,39,Kanawha,2.0,Corporation,11/27/2001,C04,C0402,Mt. Carbon WV Field Office,000147764,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,81.473888,38.068333,44.0,,0.0,,0.0,,N,N,N,N,N,20,2 miles S.W. of Eskdale post office,Eskdale
44743,4604576,No 2 Mine,C,Underground,Abandoned,09/25/1975,C01180,Justice D Joe,P01391,Shaybeth Mining Inc,WV,46,109,Wyoming,3.0,Other,04/28/1975,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
44752,4606798,Coal Bank No 8a,C,Underground,Abandoned and Sealed,07/28/2005,C09548,Young John P,P12984,Jagrti Coal Company Inc,WV,46,83,Randolph,2.0,Other,06/01/1984,C03,C0303,Bridgeport WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.124444,38.566111,,,0.0,,0.0,,N,N,N,N,N,0,,Monterville
44753,4606862,Leslie Refuse Area,C,Facility,Abandoned,07/01/1987,C11520,Hojnowski Stan,P16182,Rainelle Land Development Inc,WV,46,25,Greenbrier,3.0,Other,11/01/1984,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.7219,38.0464,,,,,,,N,N,N,N,N,0,,Leslie
44754,4606915,Mine No 2,C,Underground,Abandoned and Sealed,07/15/2008,C05573,Jasper  Petitte; John  Petitte Jr,P16669,Morgantown Energy Export Company,WV,46,61,Monongalia,1.0,Other,04/01/1985,C03,C0301,Morgantown WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.172222,39.766111,0.0,,0.0,,0.0,,N,N,N,N,N,0,, Maidsville
44755,4606925,Mine No 1,C,Underground,Abandoned and Sealed,05/21/1987,C11883,Barnett Raymond,P16780,Buttons Coal Company Inc,WV,46,67,Nicholas,2.0,Other,05/01/1985,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.1578,38.2606,28.0,,0.0,,,,N,N,N,N,N,0,,Dixie
44772,4609117,Clifftop Surface Mine No 1,C,Surface,Temporarily Idled,01/01/2010,C15842,David L  Huffman,0051934,"Resources Limited, LLC",WV,46,19,Fayette,3.0,Other,12/19/2006,C04,C0403,Summersville WV Field Office,000194281,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,80.915,37.985555,38.0,,,,0.0,,N,N,N,N,N,0,"1/4 mile south of Clifftop, WV on the east side of State Route 41",Clifftop
44774,4607479,Mine No 7,C,Underground,Abandoned and Sealed,12/20/1998,C10294,Chris  Cline,P22766,Robin Resources Inc,WV,46,5,Boone,3.0,Other,07/22/1996,C04,C0406,Madison WV Field Office,460747903602,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.6,37.8275,,,0.0,,,,N,N,N,N,N,0,,Bald Knob
44776,4607700,No 1,C,Underground,Abandoned and Sealed,03/26/1990,C13799,Toler Randal T,P20234,Gemstone Coal Corp,WV,46,45,Logan,3.0,Corporation,05/01/1989,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.8083,37.7058,40.0,,0.0,,,,N,N,N,N,N,0,,Emmett
44777,4607889,Thomason #1,C,Surface,Abandoned,05/21/1991,C13090,Key Doug,P18892,Clell Key Coal Company,WV,46,97,Upshur,2.0,Other,05/01/1990,C03,C0303,Bridgeport WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,06/26/1990,N,,0,,,,0.0,N,80.3667,38.8958,,,,0.0,0.0,,N,N,N,N,N,0,,Frenchton
44783,4608452,Appalachian Mining Auger (1),C,Surface,Abandoned,10/03/2005,C13673,Leroy  Stear,P20008,Stear Auger Mining Inc,WV,46,19,Fayette,3.0,Other,10/01/1994,C04,C0402,Mt. Carbon WV Field Office,460845203502,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.226666,38.17,24.0,,,,0.0,,N,N,N,N,N,0,,Boomer
44807,4609198,Caretta #3 Mine,C,Underground,Active,12/06/2010,0094793,Robert  Stinson,0111965,RS Mining Inc,WV,46,47,Mcdowell,3.0,Corporation,07/19/2010,C12,C1202,Princeton WV Field Office,000290687,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,6,8.0,1.0,0.0,14.0,N,81.68,37.323611,78.0,,0.0,,0.0,,N,N,N,N,N,0,"Rt. 12/3 0.4 miles SE of Caretta, WV",Caretta
44818,4607328,Plant No 1,C,Facility,Abandoned,10/18/1987,C13074,Burchett Keith,P18868,West Virginia Coal Processing Inc,WV,46,15,Clay,2.0,Other,07/01/1987,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.1125,38.3806,,,,,,,N,N,N,N,N,0,,Bickmore
44836,4602555,No 1 Strip,C,Surface,Abandoned,01/26/1973,C30418,Hubbard John S,P30418,Carbona Mining Corp,WV,46,1,Barbour,1.0,Corporation,01/01/1950,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
44841,4604268,Ashcraft No 1 Surface,C,Surface,Abandoned,02/23/1978,C00525,Andrew Robert,P00611,Ashcraft Coal Company Inc,WV,46,1,Barbour,1.0,Other,09/12/1974,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
44849,4609171,Rocklick Coalburg Deep Mine,C,Underground,Abandoned,04/16/2012,C00692,CONSOL Energy Inc,0050873,Little Eagle Coal Company LLC,WV,46,15,Clay,2.0,Other,06/08/2006,C04,C0403,Summersville WV Field Office,000288964,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,81.053055,38.365277,120.0,,0.0,,0.0,,N,N,N,N,Y,0,"8 miles south of Clay, WV.  On Rt. 16 to Bickmore go .5 miles east on Fola Rd., go 2 miles north on Leatherwood Rd.",Bickmore
44883,4606136,#1 Mine,C,Underground,Abandoned and Sealed,12/03/1985,C07325,Lieberman Charles,P10305,Chafe Mining Company Inc,WV,46,81,Raleigh,3.0,Other,02/01/1980,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.3039,37.5694,70.0,,0.0,,,,N,N,N,N,Y,0,,Clear Creek
44887,4606910,Sandlick No 1 Mine,C,Underground,Abandoned and Sealed,04/16/1985,C00776,Toler V D,P00930,Lynn Coal Company,WV,46,5,Boone,3.0,Other,04/01/1985,C04,C0406,Madison WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.6981,38.0747,,,0.0,,,,N,N,N,N,N,0,,Peytona
44888,4606934,No 1,C,Underground,Abandoned and Sealed,12/09/1988,C11828,Cline Clayton,P16719,Pine Creek Mining Inc,WV,46,45,Logan,3.0,Other,05/01/1985,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,03/01/1985,N,,0,,,,0.0,N,82.0889,37.7606,96.0,,0.0,,,,N,N,N,N,Y,0,,Omar
44938,4602559,Job No 4 Mine Strip,C,Surface,Abandoned,06/14/1972,C02006,Allegheny Mining Corp,P02344,Allegheny Mining Corp,WV,46,23,Grant,1.0,Corporation,01/01/1950,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
44970,4605466,No 2 Surface,C,Surface,Abandoned,06/11/1980,C04349,Barnette Josephine,P06368,Sheridan Development Company Inc,WV,46,47,Mcdowell,3.0,Other,03/01/1977,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
44977,4602059,No 1 Mine,C,Underground,Abandoned and Sealed,06/20/1983,C02484,Mc Clung S Gene,P02894,Oak Ridge Coal Company Inc,WV,46,67,Nicholas,2.0,Other,07/08/1974,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.666666,38.166666,34.0,,0.0,,0.0,,N,N,N,N,N,0,,Leivasy
44978,4603339,No 1 Mine,C,Underground,Abandoned and Sealed,05/12/1980,C01128,Mc Kee Kenneth,P01330,Sunnyside Coal Corp,WV,46,109,Wyoming,3.0,Corporation,01/01/1950,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,0.0,N,81.5403,37.0758,,,0.0,,,,N,N,N,N,N,0,,Oceana
44990,4602411,Project No 2 (Strip Mine),C,Surface,Abandoned,03/06/1972,C30493,Clifton Minin Corp,P30493,Clifton Minin Corp,WV,46,47,Mcdowell,3.0,Corporation,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
44994,4601011,Lick Run #2,C,Underground,Abandoned,06/10/1971,C31335,Lick Run Coal Company,P31335,Lick Run Coal Company,WV,46,77,Preston,1.0,Other,01/01/1950,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45006,4609325,Fork Creek No 10 Mine,C,Underground,Active,01/06/2010,C14544,James O  Bunn; Franklin D  Robertson,0051422,Coal River Mining LLC,WV,46,5,Boone,3.0,Other,01/23/2009,C04,C0406,Madison WV Field Office,000288480,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,5,9.0,2.0,1.0,103.0,N,81.781111,38.210277,108.0,,0.0,,0.0,,N,N,N,N,N,0,"US Rt. 119 South from Charleston, WV to McCorkle, East on on private access road.",Alum Creek
45028,4609180,Apache Mine,C,Underground,Abandoned,02/29/2012,0073073,Brandy M  Horvath,0086784,The New West Virginia Mining Company,WV,46,47,Mcdowell,3.0,Corporation,08/28/2008,C12,C1202,Princeton WV Field Office,000264297,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,81.524444,37.330555,72.0,,0.0,,5.0,,N,N,N,N,N,42,"Take 52 south to Rt. 161, turn at market go to en of hollow.",Elbert
45037,4605383,No 1 Surface,C,Surface,Abandoned,11/28/1980,C03159,Carl F  Frischkorn,P03829,Sugar Camp Coal Corp,WV,46,5,Boone,3.0,Corporation,12/01/1976,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45100,4608735,Allegiance Mine,C,Underground,NonProducing,10/01/2011,0041211,"Alpha Natural Resources, Inc.",P21654,Independence Coal Company Inc,WV,46,5,Boone,3.0,Corporation,08/01/1998,C04,C0406,Madison WV Field Office,000289614,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,5,0.0,0.0,1.0,28.0,N,81.723888,38.0225,114.0,,0.0,,0.0,,N,N,N,N,N,10,6 miles up Robinson Creek Road off of Rt 85S,Uneeda
45129,4605679,No 1 Surface,C,Surface,Abandoned,05/30/1978,C01112,Bramer Dick,P01312,Nada Coal Company,WV,46,97,Upshur,2.0,Other,11/01/1977,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45144,4607180,L & R #1 Mine (Surface),C,Surface,Abandoned,05/06/1988,C12697,Starcher Robert,P18198,L & R Equipment Company Inc,WV,46,67,Nicholas,2.0,Other,08/01/1986,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.6956,38.3333,28.0,,,0.0,0.0,,N,N,N,N,N,0,,Calvin
45145,4607182,Saturday Road Surface,C,Surface,Abandoned,12/14/1987,C09611,Kizer John E,P13985,Harvey Energy Corp,WV,46,19,Fayette,3.0,Corporation,08/01/1986,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.0211,38.1894,30.0,,,0.0,1.0,,N,N,N,N,N,0,,Ramsey
45155,4607448,No 1 Strip,C,Surface,Abandoned,03/22/1989,C04988,Casella Peter J,P19588,Breckenridge Corp,WV,46,41,Lewis,2.0,Corporation,12/01/1987,C03,C0303,Bridgeport WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,07/06/1988,N,,0,,,,0.0,N,80.3175,39.3175,,,,0.0,0.0,,N,N,N,N,N,0,,P O Box 247 Buckhannon
45187,4607649,Campbells Creek #1,C,Surface,Abandoned,02/18/1992,C06656,Horizon Natural Resources Incorporated,P19562,Appalachian Mining Inc,WV,46,39,Kanawha,2.0,Other,01/01/1989,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.4583,38.3492,52.0,,,0.0,0.0,,N,N,N,N,N,0,,Tad
45211,4606095,Summer School Strip,C,Surface,Abandoned,07/21/1980,C07878,Heim Omar L,P10317,Dell-Vista Development Corp,WV,46,61,Monongalia,1.0,Corporation,12/01/1979,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45233,4607877,Mine No 5,C,Underground,Abandoned and Sealed,09/30/1992,C02659,Addair Wayne & Darrell,P03118,Little Darrell Coal Company,WV,46,109,Wyoming,3.0,Other,04/01/1990,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.7317,37.5114,30.0,,0.0,,,,N,N,N,N,N,0,,Hanover
45243,4608555,Conti Hobet 21,C,Surface,Abandoned,02/04/1997,C14999,Milligan George,P22656,Continental Augering Inc,WV,46,5,Boone,3.0,Other,03/01/1996,C04,C0406,Madison WV Field Office,460855503504,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,03/05/1996,N,,0,,,,0.0,N,81.906944,38.1125,30.0,,,,0.0,,N,N,N,N,N,0,,Madison
45244,4608603,Cedar Grove Mine,C,Underground,Abandoned,12/31/2002,0041211,"Alpha Natural Resources, Inc.",P21654,Independence Coal Company Inc,WV,46,81,Raleigh,3.0,Corporation,10/01/1996,C04,C0401,Mt. Hope WV Field Office,460860303530A,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,11/05/1996,N,,0,,,0.0,0.0,N,81.584722,37.928333,44.0,,0.0,,,,N,N,N,N,N,0,"1.2 miles SE of Eunice, WV",Montcoal
45248,4602826,No 1 Mine,C,Underground,Abandoned,05/11/1972,C32326,Wyoming Mining Company,P32326,Wyoming Mining Company,WV,46,109,Wyoming,3.0,Other,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45279,4607600,Mine #102,C,Surface,Abandoned,02/03/1994,C14997,Mack Guy A,P22650,Summersville Five-Block Coal Corp,WV,46,67,Nicholas,2.0,Corporation,11/19/1993,C04,C0403,Summersville WV Field Office,460760003531,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.9361,38.3933,,,,0.0,0.0,,N,N,N,N,N,0,,Summersville
45284,4607839,No 2,C,Underground,Abandoned and Sealed,03/10/1994,C14544,James O  Bunn; Franklin D  Robertson,P21747,Eastco Mining L P,WV,46,99,Wayne,3.0,Other,01/01/1992,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,82.2886,38.0272,60.0,,0.0,,,,N,N,N,N,N,0,,Dunlow
45285,4609127,Bearwallow Hollow No Cost Reclamation Pr,C,Facility,NonProducing,10/01/2008,0093413,Josh M  Harmon; Jesse C  Harmon,0110465,"Selco Construction Services, Inc.",WV,46,47,Mcdowell,3.0,Corporation,05/26/2010,C12,C1202,Princeton WV Field Office,000165771,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,1.0,N,81.385833,37.423055,,,,,0.0,,N,N,N,N,N,40,"0.6 miles North of Worth, WV in Bearwallow Hollow",Worth
45293,4608613,Simmons Fork Surface Mine,C,Surface,Abandoned,09/24/2007,0041211,"Alpha Natural Resources, Inc.",P23635,Simmons Fork Mining Incorporated,WV,46,109,Wyoming,3.0,Corporation,11/01/1996,C12,C1201,Pineville WV Field Office,000038424,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,81.571111,37.695833,39.0,,,,0.0,,N,N,N,N,N,16,"2 Miles East of Oceana, WV on Rt. 85",Oceana
45317,4608448,Inwood Operation,M,Surface,Abandoned,05/09/1995,M00085,H B Mellott Estate Inc,L00045,H B Mellott Estate Inc,WV,46,3,Berkeley,2.0,Other,06/01/1994,M2,M2681,Warrendale PA Field Office,460844805501,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,,,N,,0,,,,,Y,,,,,,,,,N,N,N,N,N,0,,
